Date,Open,High,Low,Close,Adj Close,Volume
2015-10-01,22800,27840,22240,27440,276.939209,312561650
2015-11-01,27700,27860,25260,25680,259.176392,227371800
2015-12-01,25880,26440,24820,25200,254.33194,210568800
2016-01-01,25200,25200,21760,23000,1104.791382,240651900
2016-02-01,23040,24060,22360,23560,1131.69043,183501950
2016-03-01,23560,26420,23540,26240,1260.422729,231758500
2016-04-01,25980,26200,24800,24900,1196.056763,193258650
2016-05-01,24940,26060,24900,25840,1241.208984,258343150
2016-06-01,25960,29000,25900,28500,1368.980713,331527450
2016-07-01,28540,31140,28240,30780,1533.298828,223524050
2016-08-01,31380,33880,30340,32400,1613.998779,251859600
2016-09-01,31660,33040,29120,31960,1592.0802,260918600
2016-10-01,31960,34320,29880,32780,1632.928345,345475400
2016-11-01,32600,34940,30780,34920,1739.53186,255270450
2016-12-01,34800,36600,34140,36040,1795.324463,196117550
2017-01-01,35980,40000,35540,39460,8340.279297,220506050
2017-02-01,39540,39660,37080,38440,8124.691895,238522350
2017-03-01,38440,42680,38420,41200,8708.045898,262654200
2017-04-01,41400,45800,40080,44620,11329.00879,238261950
2017-05-01,44620,47220,44400,44700,11349.32031,258031650
2017-06-01,44860,48400,44400,47540,12070.39746,231308600
2017-07-01,47500,51320,46780,48200,14342.78125,222220650
2017-08-01,48000,49340,44220,46320,13783.35156,268068050
2017-09-01,46460,53680,45500,51280,15259.29102,216870650
2017-10-01,51280,55440,51280,55080,18957.87109,170035250
2017-11-01,57500,57520,50200,50800,17484.74805,231030300
2017-12-01,50800,52280,48200,50960,17539.81836,215690700
2018-01-01,50960,51400,46760,51020,1585046.125,348718835
2018-02-01,50620,50960,44420,47060,29240.4043,316585400
2018-03-01,47060,52020,45080,49220,30582.50586,264114800
2018-04-01,49000,53640,46920,53000,51733.82422,262201650
2018-05-01,53000,53900,49100,50700,49488.77344,321498280
2018-06-01,50500,51800,45900,46650,45535.52344,252348762
2018-07-01,46500,47600,44650,46250,45480.85156,214539505
2018-08-01,46050,48450,43500,48450,47644.26953,194108773
2018-09-01,48200,48300,44000,46450,45677.52734,197984482
2018-10-01,46450,46800,40400,42400,42008.61328,234645485
2018-11-01,42450,45250,41750,41850,41463.69141,205923404
2018-12-01,42750,43400,38100,38700,38342.76953,250506995
2019-01-01,38700,47050,36850,46150,46150,301783852
2019-02-01,46650,47550,44250,45100,45100,194923203
2019-03-01,45100,47000,43100,44650,44650,223260605
2019-04-01,45200,47600,43800,45850,45850,209113436
2019-05-01,45850,46150,40850,42500,42500,607185199
2019-06-01,42950,47000,42500,47000,47000,194668243
2019-07-01,47350,47550,44350,45350,45350,183771791
2019-08-01,44900,45500,42500,44000,44000,205260271
2019-09-01,44850,49650,43100,49050,49050,207963296
2019-10-01,48900,52500,47350,50400,50400,199451656
2019-11-01,50600,53800,50200,50300,50300,223956592
2019-12-01,50900,57300,49000,55800,55800,264807425
2020-01-01,55800,62800,54600,56400,56400,319891636
2020-02-01,55500,62000,54200,54200,54200,360007160
2020-03-01,54300,58000,42300,47750,47750,778330384
2020-04-01,47450,52000,45350,50000,50000,424101937
2020-05-01,50000,51200,47200,50700,50700,374264673
2020-06-01,50800,57000,49900,52800,52800,517439261
2020-07-01,53400,60400,52100,57900,57900,437314531
2020-08-01,57800,59900,54000,54000,54000,401697954
2020-09-01,54100,61300,54100,58200,58200,426302298
2020-10-01,58200,60700,57500,59700,59700,74143877
