Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,69632.5,79039.70313,65462.39844,74287.60156,71839.21875,9323564
2012-11-01,75063.5,84761.60156,73705.79688,76033.29688,73527.375,8629014
2012-12-01,77100.10156,81173.29688,66917.10156,72832.89844,70432.46094,6807293
2013-01-01,72832.89844,79815.60156,63813.69922,64686.5,64076.41016,8493663
2013-02-01,65171.39844,70117.5,60419.30078,69341.60156,68687.60938,5667417
2013-03-01,69341.60156,72057.10156,65753.29688,69050.70313,68399.45313,4190247
2013-04-01,68662.70313,71087.29688,62165,68565.79688,67919.125,4564073
2013-05-01,68565.79688,68565.79688,53630.60156,53921.60156,53413.03906,6532392
2013-06-01,53339.69922,55667.19922,46017.60156,51206.10156,50723.15234,7724402
2013-07-01,50624.19922,61292.19922,49848.39844,60516.30078,59945.54297,5588427
2013-08-01,61098.19922,61971,51497.10156,53824.60156,53316.95703,5411781
2013-09-01,53533.69922,60200,53436.69922,57000,56462.40625,6303693
2013-10-01,57000,66700,52900,63900,63297.32813,11101652
2013-11-01,63700,68800,59200,65600,64981.29297,8716382
2013-12-01,66000,70200,62800,66600,65971.86719,7140702
2014-01-01,66600,72200,64100,66600,65971.86719,6525276
2014-02-01,65900,69900,64000,69400,68745.45313,4519652
2014-03-01,68800,69800,60800,62200,61613.35938,4642805
2014-04-01,61700,65500,61300,61800,61217.13281,3710504
2014-05-01,61800,63400,57500,58300,57750.14453,5192261
2014-06-01,57800,60300,54400,55200,54679.37891,5983160
2014-07-01,54900,62500,54500,61600,61019.01953,9410852
2014-08-01,60900,61800,55300,56400,55868.06641,5745737
2014-09-01,56700,57000,53800,55000,54481.26563,4224445
2014-10-01,54900,55300,48600,50100,49627.48047,8232315
2014-11-01,49750,58600,49550,57500,56957.6875,5076299
2014-12-01,57100,57400,48350,49550,49082.67188,4742271
2015-01-01,49550,49750,43400,45200,44997.78906,5322211
2015-02-01,45300,46950,40400,42400,42210.31641,5762983
2015-03-01,42600,42600,40400,40500,40318.81641,4812102
2015-04-01,40700,47500,37100,46350,46142.64453,13549294
2015-05-01,46350,53200,46350,52000,51767.36719,8990625
2015-06-01,52000,52100,41650,43200,43006.73828,7895323
2015-07-01,43000,46400,40500,42350,42160.53906,6127386
2015-08-01,42350,42400,35200,40250,40069.93359,6495901
2015-09-01,40250,42150,37550,39750,39572.17188,3828906
2015-10-01,39750,44300,39100,42600,42409.42188,4684236
2015-11-01,42750,42900,37050,38350,38178.43359,4177138
2015-12-01,38150,38650,35300,36850,36685.14453,3338566
2016-01-01,36850,37600,31000,37350,37350,5005436
2016-02-01,37700,40000,35100,38400,38400,4405660
2016-03-01,38400,41700,37700,38350,38350,4976895
2016-04-01,38350,41950,37200,41450,41450,4388961
2016-05-01,41450,43800,38750,39750,39750,4900305
2016-06-01,39650,42000,37200,39750,39750,4323771
2016-07-01,39600,42300,38600,42300,42300,3304068
2016-08-01,41950,45300,41300,42450,42450,4474568
2016-09-01,42150,45100,41200,44200,44200,4138640
2016-10-01,44200,47400,43400,46350,46350,4874705
2016-11-01,46250,47150,42750,42850,42850,4747903
2016-12-01,44000,49700,43850,48450,48450,4562723
2017-01-01,48100,48800,45200,46300,46300,3048479
2017-02-01,46900,49700,45600,48950,48950,2973504
2017-03-01,48950,49100,43900,44950,44950,4082433
2017-04-01,44700,46950,44400,46600,46600,2855645
2017-05-01,46600,52400,45200,50800,50800,5918851
2017-06-01,50700,54400,48600,53200,53200,5085112
2017-07-01,53300,53500,48800,50200,50200,3763744
2017-08-01,50300,51900,44900,45300,45300,4885653
2017-09-01,45750,45750,41800,42100,42100,3418810
2017-10-01,42100,44000,40600,40850,40850,3336383
2017-11-01,40550,45550,40450,44250,44250,5704302
2017-12-01,44200,44800,41000,42550,42550,3339351
2018-01-01,42550,52000,42550,44350,44350,7511502
2018-02-01,49350,50800,44050,45900,45900,3297226
2018-03-01,45900,49950,45600,48450,48450,4092514
2018-04-01,48300,55500,47500,54800,54800,5027950
2018-05-01,54800,63700,53500,60300,60300,8703026
2018-06-01,61800,65500,60100,64200,64200,6756270
2018-07-01,63800,63900,56300,58300,58300,4930180
2018-08-01,58300,59700,52100,52600,52600,4759365
2018-09-01,52400,61500,51700,60700,60700,3936203
2018-10-01,60200,63100,50100,52100,52100,4624970
2018-11-01,52100,54300,47000,51000,51000,4880421
2018-12-01,51200,53900,46000,48200,48200,3956807
2019-01-01,48200,54900,46150,54100,54100,3864755
2019-02-01,54000,54900,50100,50100,50100,2436071
2019-03-01,50100,51700,44650,45100,45100,6957258
2019-04-01,45350,49000,45300,46150,46150,6534201
2019-05-01,46150,46150,39400,41300,41300,16775923
2019-06-01,41300,42750,40500,42200,42200,3327453
2019-07-01,42150,45250,41500,42750,42750,4700510
2019-08-01,42650,43000,36900,39050,39050,3900475
2019-09-01,39050,42250,38750,39600,39600,2688526
2019-10-01,39800,41500,38900,39300,39300,2879938
2019-11-01,39300,41200,37300,37400,37400,3661188
2019-12-01,37500,39000,37300,37850,37850,3398960
2020-01-01,37850,37900,32500,32500,32500,4572441
2020-02-01,31650,33900,27550,28100,28100,4989007
2020-03-01,28000,28200,16450,21500,21500,8913846
2020-04-01,21150,27750,20600,26950,26950,8077247
2020-05-01,26950,29850,26350,29850,29850,4712725
2020-06-01,29850,31900,25650,26200,26200,6283911
2020-07-01,26250,27200,25100,25350,25350,3971126
2020-08-01,25400,27100,23300,23600,23600,5624223
2020-09-01,23600,25950,23100,24650,24650,5422097
2020-10-01,24650,26050,24650,25600,25600,1067529
